time,x-axis,y-axis,z-axis
25.951254,-0.4596,-0.0217,0.9454
25.969083,0.0567,0.103,1.0626
25.985132,0.5269,0.2469,1.1895
26.002427,0.8258,0.3552,1.0967
26.019354,0.7981,0.4183,0.9094
26.036663,0.6455,0.4606,0.8599
26.053304,0.512,0.4997,0.8971
26.070752,0.4744,0.5373,0.8568
26.087706,0.4716,0.602,0.8397
26.104623,0.4375,0.7147,1.005
26.122057,0.3251,0.7697,1.0164
26.138851,0.1404,0.7238,0.9415
26.155682,-0.0212,0.6335,1.0746
26.174383,0.0061,0.6719,0.8276
26.189638,0.0365,0.3819,-0.2829
26.207958,-0.0095,0.0547,-0.9793
26.224784,0.0156,-0.3232,-1.4652
26.241063,0.0509,-0.637,-1.4589
26.262604,0.3819,-0.4804,-1.1606
26.275693,0.6316,0.0626,-0.8716
26.292285,0.2641,0.6066,-0.4887
26.309618,-0.2586,0.9339,-0.2841
26.326664,-0.4744,0.9863,-0.3456
26.343449,-0.4863,0.8827,-0.2187
26.360441,-0.3296,0.9069,-0.0324
26.377644,-0.1126,0.962,0.0489
26.394346,-0.175,1.2641,0.4158
26.411206,-0.3055,1.6567,0.6949
26.428267,-0.0434,1.6308,0.695
26.445201,0.4024,1.2797,0.3904
26.462452,0.8584,1.0607,0.2568
26.479329,1.2588,1.05,0.204
26.496495,1.2315,1.235,0.1558
26.513725,0.8074,1.5043,0.145
26.530671,0.2496,1.5988,0.083
26.547855,-0.1388,1.5428,0.0135
26.564702,-0.2183,1.3996,-0.1109
26.581533,0.1132,1.1026,0.0713
26.599318,1.2514,-0.4992,0.8935
26.615795,2.5372,-2.0373,-0.5498
26.633773,2.8175,-2.2034,-4.5149
26.650061,1.3264,-1.9902,-5.8096
26.667226,1.6105,-2.6513,-4.4148
26.684223,2.5476,-3.9044,-2.5289
26.701593,2.1631,-6.6317,-0.6716
26.717831,1.1255,-10.6347,1.0817
26.735975,-1.5759,-8.5603,1.4403
26.75302,-2.932,0.762,4.7165
26.769006,-2.4802,6.6348,6.9795
26.786192,-1.9026,9.5593,6.6553
26.803031,-1.1017,7.9989,4.3025
26.820059,0.1084,2.6309,2.8203
26.837281,0.7081,-3.6001,0.3944
26.854123,0.8154,-5.7538,-2.0411
26.871533,-0.1345,-3.5675,-3.3697
26.888232,-1.121,-0.769,-0.7447
26.907105,-1.0208,0.7127,1.2509
26.922292,-0.6826,1.3008,1.7658
26.939476,-0.0546,0.6058,1.9581
26.956302,0.317,-0.4321,1.844
26.973527,0.3071,-0.9593,1.3242
26.990414,-0.3636,-0.417,1.0901
27.007696,-1.1547,0.3321,1.148
27.024682,-1.6202,0.7951,1.1516
27.041641,-1.6889,0.7211,0.9195
27.058566,-1.3133,0.2451,0.4116
27.078071,-0.3404,-0.2604,0.2062
27.092654,0.7782,-0.4601,-0.2354
27.109848,1.6214,-0.1577,-0.8885
27.127623,2.1675,0.2795,-1.2137
27.143992,2.3071,0.4303,-1.3836
27.160766,1.7803,0.5176,-1.2184
27.178712,0.8367,0.3552,-0.7138
27.19564,0.0405,0.1035,-0.0674
27.213518,-0.6475,0.0398,0.5318
27.229066,-1.0706,-0.0519,0.8902
27.246199,-1.4297,-0.0443,1.0104
27.263041,-1.6379,-0.4472,1.2001
27.280166,-1.6041,-0.7467,1.4327
27.297022,-1.2571,-0.2111,1.7938
27.315787,-0.5566,0.3224,1.8115
27.331048,0.1545,0.8233,1.1566
27.348203,0.8429,0.8301,0.3117
27.365664,1.3517,0.2221,-0.1845
27.382417,1.4602,-0.4388,-0.0971
27.400226,1.1302,-0.314,0.3196
27.416601,0.6353,0.0437,0.6148
27.433638,0.3217,0.2508,0.8519
27.450493,0.231,0.1166,0.9602
27.467401,0.1796,-0.1184,0.789
27.484577,0.025,-0.2144,0.5305
27.501546,-0.196,-0.3383,0.4007
27.518641,-0.4125,-0.2413,0.3333
27.535841,-0.4835,0.0466,0.3941
27.553006,-0.2635,0.2097,0.4546
27.569625,0.0918,0.3027,0.4113
27.586704,0.431,0.3319,0.3573
27.603969,0.7166,0.2185,0.3202
27.620814,0.8993,0.0758,0.2774
27.637839,0.9394,-0.0616,0.234
27.657148,0.7561,-0.1035,0.1618
27.673207,0.4032,-0.0331,0.0857
27.689595,0.0117,0.0799,0.0483
27.707753,-0.3086,0.2073,-0.0746
27.722917,-0.5524,0.3177,-0.2965
27.739963,-0.7089,0.3721,-0.64
27.757389,-0.8227,0.3844,-1.0891
27.77435,-0.8888,0.3725,-1.481
27.791148,-0.9466,0.4002,-1.7456
27.808516,-1.0816,0.7881,-2.192
27.825805,-1.1921,1.2753,-2.7846
27.849912,-1.0912,1.8363,-2.7302
27.862976,-0.32,1.818,-0.7136
27.878202,1.0066,1.3375,1.4967
27.89552,2.1495,1.002,2.5666
27.910906,2.6273,1.6627,2.238
27.930089,1.6998,3.2464,0.3655
27.944323,-0.2154,4.3404,-1.8918
27.961584,-2.2618,3.6278,-1.9915
27.978337,-2.688,1.2094,-0.5121
27.996024,-2.0189,-0.858,0.1194
28.012659,-0.4457,-0.8473,0.6459
28.029585,0.0037,0.5993,0.6049
28.046719,-0.3551,0.4692,-0.2076
28.064467,1.6872,-3.0493,-1.645
28.080804,4.2949,-8.0363,-1.8004
28.097722,4.5199,-12.1752,-0.8079
28.117419,2.6132,-14.4792,-0.0068
28.131957,0.7439,-16.7263,1.55
28.149275,-0.7628,-18.52,3.0118
28.166039,-0.8698,-19.1864,2.8452
28.182865,-0.2339,-18.1182,2.0226
28.200272,-0.3015,-14.4187,0.399
28.221867,-0.4984,-9.0286,-2.0855
28.234048,-0.9688,-3.5005,-5.2766
28.251084,-2.6153,1.9447,-6.5563
28.268179,-3.9616,7.9779,-7.9139
28.285738,-2.58,12.8736,-17.0644
28.302564,-0.184,8.0103,-15.2009
28.319891,0.4842,3.9616,-6.2944
28.336451,-0.6836,4.0715,4.6832
28.353199,-2.1418,7.3919,9.0229
28.370539,-2.9559,10.5332,9.6921
28.387245,-2.0963,12.6287,7.6553
28.404504,-0.2526,13.2498,6.1262
28.421504,1.6574,12.921,4.6569
28.438434,3.2149,11.2278,3.9072
28.455738,3.6383,9.6936,3.2551
28.472908,3.5169,8.7338,1.7621
28.491722,3.8317,8.1153,0.9522
28.507386,3.3452,8.9337,-0.5201
28.523863,2.5915,9.836,-2.0211
28.541588,2.0208,10.3798,-3.1661
28.557665,0.3562,10.6833,-4.3607
28.574981,-0.5627,10.1885,-4.3798
28.591744,-0.8781,9.3861,-3.5447
28.608951,-1.2193,9.1477,-3.0335
28.625921,-3.6042,8.0154,-6.8641
28.650127,-2.2071,3.3069,-0.7796
28.660507,0.3914,-6.8746,8.3352
28.676977,1.4013,-38.9684,-37.052
28.694016,-7.14,-57.7602,-20.4651
28.712691,5.6591,-48.5644,26.404
28.728013,11.1499,-13.3419,36.9866
28.745629,12.9334,7.5849,28.3748
28.762257,4.2676,23.7769,-36.5835
28.779068,2.6317,15.4255,-8.0187
28.798291,1.4228,-2.9194,3.7045
28.818038,2.7966,-11.1773,0.8821
28.834531,5.8429,-5.8128,0.2627
28.85374,4.11,0.2426,3.3517
28.864323,-4.8702,3.6834,0.5401
28.881408,-6.2166,-0.461,-1.4011
28.898676,-4.4861,-4.503,-2.7503
28.915622,-1.0986,-3.7847,-1.724
28.932442,2.0578,1.5754,1.4707
28.949577,2.1345,7.0039,1.8718
28.968782,1.0492,8.8121,0.2219
28.983627,0.5033,5.4543,-1.2799
29.000767,2.2203,-0.7783,-2.5368
29.017811,3.8039,-9.2203,-7.1005
29.036172,1.2915,-14.5669,-6.2106
29.051542,-1.1308,-10.4365,-4.1105
29.068635,-2.3126,-8.118,-2.1337
29.085852,-2.0195,-10.2064,-0.4734
29.103176,-1.5193,-14.1252,1.3578
29.119937,-0.781,-17.8112,3.1153
29.136882,-0.4499,-20.1956,3.7672
29.153915,-0.9776,-18.8789,2.7014
29.170936,-2.346,-12.5088,0.1475
29.187875,-4.2972,-6.035,-3.9165
29.205232,-8.1625,3.2451,-8.8041
29.225832,-12.6306,11.4952,-17.9917
29.239188,-8.0124,6.0935,-25.5426
29.256318,-2.3244,0.0333,-14.1265
29.273205,-2.4417,-1.2923,1.5079
29.291468,-3.4743,2.674,10.4397
29.309578,-3.4959,8.4828,9.3003
29.32477,-2.8319,12.7722,7.1434
29.342544,-1.2575,14.8285,6.1283
29.358305,1.2128,14.3609,4.8235
29.375652,4.314,12.4796,5.0135
29.394229,6.4445,9.9756,4.5921
29.409633,8.4416,7.9099,1.5849
29.42692,8.6022,7.0963,-1.0389
29.443539,7.0046,7.4776,-1.3401
29.460793,4.6406,8.7139,-0.2194
29.479617,3.0721,9.5616,0.6475
29.495071,2.0817,10.1207,1.0901
29.51169,1.1674,10.6499,1.3761
29.528679,0.4675,10.9121,1.4261
29.545996,-0.2457,10.7599,1.2081
29.562776,-0.989,10.3985,0.8971
29.579833,-1.5061,9.843,0.607
29.604776,-1.8087,9.2662,0.7033
29.615565,-1.8559,8.6565,0.9626
29.635479,-1.5543,8.0483,1.4289
29.651691,-0.7399,7.6419,2.4506
29.677263,-1.357,6.7363,-3.9152
29.682003,1.6137,2.1132,1.2603
29.700981,6.1691,-9.9392,8.2419
29.716304,-24.76,-75.7818,-73.1331
29.733003,-0.9991,-75.1691,22.4981
29.750111,8.9723,-20.6629,23.4253
29.76717,4.8046,9.1794,24.734
29.784107,1.638,34.227,-40.789
29.801242,0.7086,15.926,1.4099
29.821388,5.4523,-5.1209,0.8209
29.835943,6.4958,-12.5707,0.7152
29.85237,0.3158,-3.8274,0.5964
29.869424,-5.6317,6.6203,3.2902
29.886622,-8.1539,6.9186,-3.4155
29.903454,-4.4773,-1.1024,-3.7958
29.920447,-1.5214,-5.1859,-1.8518
29.937515,0.5842,-4.6759,-3.0165
29.954931,0.6224,-4.8427,-4.2714
29.971661,-0.3842,-6.4112,-3.8826
29.990008,-0.3614,-7.142,-3.3699
30.006159,0.201,-7.7308,-2.7196
30.024251,0.1089,-9.5072,-1.7412
30.039741,-0.1895,-11.9853,0.3137
30.060002,-0.0233,-16.6849,2.3115
30.07399,-0.0422,-19.3211,3.2237
30.090856,0.0713,-18.9503,2.7193
30.107906,-0.0877,-12.8246,1.6577
30.125393,-0.1139,-6.3455,-0.4616
30.143438,-0.4929,-0.489,-4.386
30.159015,-2.3321,6.0853,-9.5068
30.176214,-10.1977,10.3575,-20.737
30.193482,-6.1285,1.3445,-21.795
30.210384,-1.7102,-2.1396,-3.9843
30.227119,-0.6639,-0.3377,5.3357
30.24414,-1.0288,4.9359,6.5615
30.261124,-1.3069,9.5042,6.6957
30.278301,-0.4996,12.6392,7.4187
30.295562,1.0893,14.4536,6.5739
30.31227,2.8525,14.7535,5.1592
30.330009,5.443,13.327,3.4126
30.346861,7.6746,10.4213,2.3579
30.36345,4.2898,8.7812,2.6468
30.382517,1.7851,7.8687,3.2176
30.399844,0.2141,7.5564,3.4109
30.414463,-1.3436,8.0041,3.1981
30.432172,-2.6246,8.9281,2.429
30.448748,-3.2956,10.0607,2.142
30.466988,-4.0313,11.2568,1.936
30.482692,-4.091,12.1246,1.8644
30.499667,-3.3363,12.2636,2.3602
30.516769,-2.1019,11.7803,3.5431
30.534065,-1.074,11.3768,4.6446
30.550764,-0.0232,11.0756,5.3485
30.568672,0.838,11.0786,5.8776
30.585051,1.3823,11.4127,6.5926
30.602028,1.6628,11.7452,6.7769
30.618987,1.6146,11.3599,6.4684
30.636278,2.008,8.3401,-6.4992
30.6533,-34.0587,-56.6974,-91.9685
30.670099,2.8543,-112.4724,36.7466
30.687047,16.8141,-42.3286,8.4028
30.704458,8.7615,0.5048,32.7354
30.721113,9.2755,14.7949,2.5978
30.739622,2.5756,22.8876,-17.6144
30.755423,-1.8019,4.4319,-9.8204
30.774246,-3.3548,-9.2414,6.1356
30.789284,-1.4063,-8.6569,3.3298
30.809213,1.1668,-8.3041,-4.9922
30.823571,-0.07,-6.4036,0.6403
30.840445,-2.5203,-2.2547,3.7008
30.857465,-4.5932,-1.0024,0.9749
30.874673,-3.6839,-1.3413,0.4149
30.891486,-1.3616,-1.4471,0.8137
30.90852,0.1063,-0.6185,0.5816
30.92623,0.5487,0.6415,0.6963
30.94262,0.4603,2.4872,0.6197
30.959568,-0.1003,4.0961,0.7062
30.977921,-0.8036,4.7291,0.7135
30.997807,-1.1228,4.1315,0.2986
31.010629,-0.5337,2.1804,-0.6424
31.027859,0.6858,0.0231,-1.5503
31.045523,1.7701,-1.3683,-1.9754
31.061875,1.9606,-0.9933,-2.4014
31.078847,1.2799,0.9486,-2.3596
31.096868,0.6107,1.9792,-2.1896
31.116701,-0.0494,2.6474,-1.7401
31.130389,-0.5671,2.4382,-1.2911
31.147436,-0.6848,0.5765,-0.9803
31.164224,-0.6331,-0.905,-1.0704
31.181077,-0.7488,-0.6309,-0.8286
31.198105,-0.7407,-0.2468,-1.0083
31.215655,-0.7552,0.0191,-1.0773
31.232881,-0.722,0.4827,-0.6329
31.249254,-0.4524,0.4371,-0.5303
31.266517,-0.0494,0.2863,-0.6948
31.28331,0.3714,0.1336,-0.7119
31.300405,0.9139,-1.3506,-0.7871
31.317609,1.3498,-1.0801,-0.9171
31.335023,1.4331,0.3114,-0.7206
31.351589,1.3262,0.7208,-0.6264
31.368457,1.1758,0.1753,-0.4825
31.385984,0.602,0.2822,-0.3025
31.406061,-0.2505,0.6145,-0.1771
31.427447,-0.9558,0.2577,-0.4111
31.443715,-1.5095,-0.1745,-0.2979
31.453763,-1.782,-0.6778,-0.5556
31.470581,-1.6207,-1.6078,-0.7911
31.487651,-1.146,-1.6932,-0.9528
31.50473,-0.5583,-0.7915,-0.9212
31.523823,-0.1129,-0.2064,-0.9029
31.538953,0.2341,-0.4978,-0.7968
31.555909,0.1323,0.3748,-0.6743
31.572839,-0.335,2.0244,-0.3186
31.589888,-0.6693,3.6164,0.2503
31.606846,-0.7085,3.2799,0.5429
31.62393,-0.466,1.2224,0.4464
31.641035,-0.3108,-0.1484,-0.0122
31.658005,-0.444,-0.8573,0.0338
31.675073,-0.4867,-0.1672,-0.2434
31.692096,-0.8779,0.4513,-0.028
31.709447,-0.7831,-0.2237,0.692
31.726691,0.0606,-1.9173,1.5746
31.743213,1.1923,-2.7467,1.0446
31.760096,1.4663,-0.5611,-1.288
31.777177,1.4746,0.9224,-3.4178
31.794465,1.4249,0.7388,-3.2606
31.811269,1.1114,0.0306,-1.732
31.828312,0.794,-0.5049,-0.6024
31.84682,0.4954,-0.3755,-0.5551
31.862584,0.3395,-0.067,-0.8732
31.881423,0.162,0.3142,-1.132
31.896647,0.1674,0.1224,-1.1523
31.914134,0.2315,-0.5847,-1.159
31.932579,0.0339,-0.6573,-0.9341
31.947591,-0.1878,-0.332,-0.6189
31.965151,-0.3283,-0.515,-0.1671
31.982003,-0.2222,-0.7067,-0.0312
31.998692,-0.1213,-0.7415,-0.1048
32.016163,-0.1029,-0.9411,-0.0333
32.033369,0.1144,-0.2479,0.4278
32.049846,0.0852,-0.2653,0.1491
32.067256,0.1822,0.5187,0.031
32.083949,0.2558,1.4938,0.3835
32.101409,0.1904,1.5729,0.3301
32.117959,-0.0719,0.9586,0.1888
32.13528,-0.5001,0.3906,0.2279
32.152074,-0.4607,0.0896,0.0409
32.168995,-1.1009,-0.8917,-0.4973
32.186368,-1.1127,-0.5099,-0.5286
32.203522,-1.5416,0.2351,-1.4009
32.2201,-0.8151,0.2933,-1.7307
32.237447,-0.827,1.7516,-0.1387
32.25442,0.3841,2.3247,1.5043
32.271352,0.1561,1.266,2.0644
32.288666,0.4286,0.2838,1.0625
32.306043,0.4197,0.1578,-0.6196
32.322415,0.7805,-1.5803,-1.9365
32.341192,0.8853,-1.4148,-2.3128
32.357213,1.0406,0.6942,-1.6382
32.37378,1.6932,2.6527,-2.0372
32.390463,3.024,0.8939,-3.3474
32.407556,2.8754,-0.4807,-2.8598
32.424793,1.8982,-3.6593,-2.0143
32.441676,0.2385,-4.1552,-1.2829
32.458678,-1.2257,-2.5711,-0.0124
32.476215,-1.8284,-0.7778,1.1503
32.492802,-2.1621,0.6778,1.5165
32.509781,-2.0534,0.8499,1.9562
32.52673,-2.1497,0.552,1.2563
32.543962,-1.9973,0.0216,0.384
32.561102,-1.8469,-0.6809,0.0471
32.578197,-1.5015,-0.7212,-0.163
32.59542,-1.2381,-0.8842,-0.1582
32.61205,-0.8609,-0.8736,-0.4307
32.629018,-0.5727,-0.5521,-0.4626
32.6466,-0.0814,-0.7112,-0.5596
32.663909,0.8199,-0.8457,-0.9868
32.680151,1.8557,-0.8717,-0.3159
32.69751,2.1932,-1.116,-2.3263
32.714172,1.2179,-0.5559,-3.8835
32.733477,0.533,-0.2047,-2.4348
32.748309,0.1762,0.5904,-0.562
32.765592,-0.1464,1.3174,0.5865
32.782328,-0.5952,1.4,0.4905
32.799461,-1.4916,1.2846,0.5968
32.816743,-2.291,1.4005,0.1902
32.833609,-3.2717,-0.1943,-3.1059
32.850937,-1.9126,1.4011,-1.6193
32.867756,-1.3721,0.1414,-0.591
32.884915,-0.9159,-2.0178,0.3871
32.901591,-0.3811,-2.7265,0.4446
32.918784,1.0889,-0.4594,0.5963
32.936045,2.0029,-1.0965,-0.2041
32.952675,2.6048,-1.1266,-0.2253
32.96991,2.7123,-0.6074,0.3942
32.986892,2.0617,-0.7103,0.835
33.003901,0.5695,-1.74,-1.2535
33.0209,-0.0352,0.0402,-3.0867
33.03972,-0.8609,-0.241,-1.0933
33.055454,-0.9594,0.3205,-0.1939
33.071959,-0.5358,0.7696,-0.5422
33.089087,-0.5603,-0.3575,-0.6996
33.106238,-0.8829,-1.5067,-0.8312
33.123214,-0.9227,-2.2227,0.3649
33.140516,-0.0035,-2.6382,-1.032
33.157159,0.5059,-3.1401,-0.0964
33.174338,0.4915,-2.9908,-0.3863
33.191344,0.3984,-2.5073,-0.8775
33.208237,0.6873,-2.5376,0.8679
33.225672,-0.0551,-2.5975,2.116
33.242368,-0.639,-2.4597,0.5652
33.259279,-1.9847,-2.9181,-0.495
33.276992,-3.7031,-2.8842,0.0938
33.293483,-5.7472,-1.6979,-1.6552
33.310716,-8.3518,-0.5775,-3.338
33.327542,-8.8902,1.5931,-3.0259
33.345008,-8.62,3.1688,-2.0034
33.364133,-7.6444,3.768,-0.8923
33.379975,-6.2873,3.2811,-0.223
33.395853,-4.4577,3.6116,0.5349
33.41283,-2.3913,4.1429,1.3917
33.430144,-0.5829,4.3577,2.1829
33.448014,0.4767,4.5643,2.744
33.464102,1.2161,4.5839,2.936
33.480803,1.878,3.8265,3.0304
33.497956,2.0918,2.2897,2.8356
33.515455,1.8549,1.2959,2.4329
33.531853,1.6203,0.5243,1.2775
33.549198,1.2263,-0.3873,-0.2851
33.566366,0.8761,-0.5437,-0.8766
33.583358,1.0497,-0.967,-1.8778
33.600223,1.5699,-1.7663,-2.7364
33.617447,2.1362,-2.6674,-3.458
33.634159,2.6596,-2.527,-4.6714
33.651209,3.1165,-3.4871,-6.096
33.66825,3.321,-4.2707,-6.6299
33.687333,3.3939,-4.3146,-6.888
33.702456,3.3172,-4.128,-6.8769
33.7193,2.0193,-3.3387,-4.4935
33.736864,-11.3895,1.0249,12.8153
33.755589,-4.6068,-1.2165,3.1549
33.770418,-1.3128,-2.116,0.7302
33.787424,0.3377,-2.8939,0.3888
33.80588,0.5296,-3.0743,0.9705
33.821693,-0.2126,-2.7773,0.629
33.839798,-0.7725,-2.2388,-0.1496
33.856717,-0.8311,-1.4683,-0.4835
33.872768,-0.9172,-0.9894,-0.5796
33.889776,-0.6516,-0.5464,-0.7741
33.906961,-0.5842,0.0738,-0.2888
33.92376,-0.2649,0.7501,0.9053
33.940797,0.041,0.3022,0.212
33.958215,0.2081,-0.0887,-0.7137
33.975557,-0.1623,-0.0998,-1.1299
33.991899,-0.4284,0.1479,-1.1199
34.008995,-0.2027,0.3629,-1.1811
34.026391,-0.1481,0.2777,-1.0888
34.043332,-0.2832,0.1559,-1.004
34.060038,-0.4173,0.1504,-0.8404
34.077448,-0.4119,0.2681,-0.6494
34.094063,-0.4542,0.331,-0.3608
34.111093,-0.3233,0.3811,-0.1045
34.128183,-0.22,0.3673,-0.0856
34.145656,-0.2477,0.3164,-0.2472
34.162215,-0.3091,0.3332,-0.4065
34.179421,-0.4812,0.4436,-0.2525
34.19657,-0.3802,0.3948,-0.1001
34.213553,-0.2459,0.3113,-0.0621
34.230395,-0.4827,0.3073,0.0858
34.24818,-0.501,0.2798,0.0734
34.264565,-0.4979,0.2116,0.0533
34.281639,-0.4329,0.156,-0.1267
34.29873,-0.3366,0.0949,-0.2823
34.315919,-0.2963,0.1408,-0.2539
34.339504,-0.2442,0.1776,-0.2057
34.360334,-0.0935,0.2241,-0.34
34.367278,-0.0985,0.2109,-1.772
34.384427,-0.7483,0.1308,-0.435
34.400812,-0.7201,0.0665,0.8654
34.417762,-0.6145,0.1703,1.1054
34.435246,-0.0584,0.1337,0.0818
34.453056,0.3161,0.1939,-0.9435
